1e-05, 1e-09, 1
4.21682e-05, 3.21692e-05, 0.99996
7.28119e-05, 6.2811e-05, 0.99991
0.000124721, 0.000114713, 0.999816
0.000219434, 0.000209401, 0.999638
0.000400789, 0.000390658, 0.999287
0.000763497, 0.00075298, 0.998575
0.00148891, 0.00147684, 0.997139
0.00293975, 0.00292144, 0.994259
0.00584142, 0.0057981, 0.988503
0.0116448, 0.0115014, 0.977049
0.021789, 0.0213117, 0.957243
0.0358533, 0.0345833, 0.930268
0.0529044, 0.05017, 0.898323
0.0720091, 0.0669952, 0.863503
0.0924475, 0.0842692, 0.827362
0.113734, 0.101487, 0.790907
0.135565, 0.118352, 0.754738
0.157763, 0.134705, 0.719189
0.180231, 0.150467, 0.68443
0.20292, 0.165605, 0.65054
0.22581, 0.180111, 0.617544
0.248899, 0.193992, 0.58544
0.272194, 0.20726, 0.554209
0.29571, 0.219929, 0.523828
0.319464, 0.232014, 0.49427
0.343477, 0.243531, 0.465508
0.367772, 0.254494, 0.437514
0.392373, 0.264916, 0.410265
0.417308, 0.274808, 0.383735
0.442603, 0.284181, 0.357902
0.468289, 0.293045, 0.332747
0.494398, 0.301406, 0.308249
0.520965, 0.309271, 0.284391
0.548025, 0.316645, 0.261159
0.575618, 0.323532, 0.238538
0.603786, 0.329933, 0.216517
0.632575, 0.33585, 0.195084
0.662031, 0.341282, 0.174233
0.692208, 0.346226, 0.153957
0.72316, 0.350678, 0.134252
0.754948, 0.354632, 0.115117
0.787636, 0.358083, 0.0965518
0.821293, 0.36102, 0.0785589
0.855996, 0.363434, 0.0611436
0.891826, 0.365313, 0.0443131
0.928872, 0.366644, 0.0280769
0.967234, 0.36741, 0.0124471
1.00702, 0.367594, -0.00256209
1.04834, 0.367179, -0.0169338
1.09135, 0.366142, -0.0306489
1.13618, 0.364462, -0.0436856
1.183, 0.362113, -0.0560193
1.232, 0.359067, -0.0676227
1.28341, 0.355295, -0.0784655
1.33748, 0.350763, -0.0885139
1.39449, 0.345434, -0.0977303
1.4548, 0.339267, -0.106073
1.51882, 0.332216, -0.113495
1.58703, 0.32423, -0.119944
1.66004, 0.315248, -0.12536
1.73857, 0.305203, -0.129674
1.82357, 0.294016, -0.132806
1.91619, 0.281593, -0.134662
2.01797, 0.267824, -0.135132
2.13089, 0.25258, -0.134079
2.25759, 0.235716, -0.131342
2.40151, 0.217092, -0.126737
2.56674, 0.196647, -0.120085
2.75682, 0.174605, -0.111333
2.97155, 0.151803, -0.100796
3.20487, 0.129636, -0.0892839
3.44859, 0.109323, -0.0777426
3.69735, 0.0914047, -0.0668303
3.94972, 0.075875, -0.0568448
4.20701, 0.0624887, -0.0478557
4.4721, 0.0509543, -0.0398322
4.74878, 0.0410118, -0.0327138
5.04155, 0.0324512, -0.0264419
5.35584, 0.0251077, -0.0209705
5.6983, 0.0188486, -0.0162686
6.07749, 0.0135591, -0.0123217
6.5049, 0.0091236, -0.00913666
6.99665, 0.00539455, -0.00675688
7.57636, 0.00212484, -0.00531181
8, 1.48542e-05, -0.00499708


0.001, 1e-09, 1
0.00141007, 0.000410074, 0.999861
0.00180222, 0.000802121, 0.999565
0.00224878, 0.0012484, 0.999113
0.00279465, 0.00179362, 0.998455
0.00348583, 0.00248343, 0.997515
0.00437989, 0.00337469, 0.996186
0.00555526, 0.00454452, 0.994317
0.00712377, 0.00610211, 0.99169
0.00925048, 0.00820729, 0.987988
0.0121883, 0.0111022, 0.982722
0.0163446, 0.0151711, 0.975117
0.022425, 0.0210661, 0.96385
0.0317652, 0.0299876, 0.946461
0.0464364, 0.0436734, 0.919287
0.0658487, 0.0611726, 0.883932
0.0877391, 0.0800917, 0.845086
0.110673, 0.0990139, 0.805625
0.133985, 0.117335, 0.766827
0.157405, 0.134846, 0.729164
0.180847, 0.151505, 0.692762
0.204304, 0.167335, 0.657604
0.2278, 0.18238, 0.623625
0.25137, 0.196685, 0.590748
0.275054, 0.210293, 0.558898
0.298888, 0.223238, 0.528011
0.322907, 0.235554, 0.498031
0.347144, 0.247265, 0.468909
0.371631, 0.258394, 0.440602
0.3964, 0.26896, 0.413075
0.421482, 0.278978, 0.386296
0.446909, 0.288462, 0.360236
0.472714, 0.297424, 0.334871
0.498932, 0.305873, 0.310178
0.525597, 0.313816, 0.286138
0.552749, 0.32126, 0.262733
0.580427, 0.32821, 0.239948
0.608674, 0.334667, 0.217769
0.637536, 0.340633, 0.196187
0.667061, 0.346107, 0.175191
0.697302, 0.351089, 0.154776
0.728315, 0.355572, 0.134936
0.76016, 0.359554, 0.115671
0.7929, 0.363026, 0.0969793
0.826606, 0.36598, 0.0788644
0.861353, 0.368406, 0.0613307
0.897223, 0.370292, 0.0443854
0.934306, 0.371624, 0.028038
0.972698, 0.372387, 0.0123003
1.01251, 0.372563, -0.00281325
1.05385, 0.372135, -0.0172861
1.09687, 0.371081, -0.031099
1.1417, 0.369378, -0.0442302
1.18852, 0.367002, -0.0566552
1.23752, 0.363923, -0.0683467
1.2889, 0.360114, -0.0792743
1.34293, 0.355538, -0.0894044
1.39989, 0.350161, -0.0986993
1.46013, 0.343941, -0.107117
1.52405, 0.336832, -0.114612
1.59214, 0.328781, -0.12113
1.66499, 0.31973, -0.126612
1.74333, 0.30961, -0.130989
1.82807, 0.298342, -0.134182
1.92036, 0.285833, -0.136097
2.02172, 0.271972, -0.136624
2.13408, 0.256632, -0.135626
2.26005, 0.239667, -0.132946
2.403, 0.220935, -0.128396
2.56695, 0.200371, -0.121799
2.75547, 0.178182, -0.113091
2.96858, 0.155175, -0.102566
3.20047, 0.132735, -0.0910133
3.443, 0.112111, -0.0793848
3.69063, 0.0938799, -0.0683576
3.94177, 0.0780574, -0.0582468
4.19758, 0.0644054, -0.0491319
4.46082, 0.0526314, -0.0409858
4.73517, 0.042472, -0.0337493
5.02502, 0.0337132, -0.0273632
5.33561, 0.026187, -0.0217809
5.67337, 0.0197583, -0.0169705
6.04649, 0.0143113, -0.0129168
6.46594, 0.00973099, -0.00962501
6.94699, 0.00587413, -0.00713542
7.51188, 0.00250712, -0.00556721
8, 7.66036e-06, -0.0051534


0.01, 1e-09, 1
0.0117675, 0.00176745, 0.999714
0.0134638, 0.00346285, 0.999015
0.0152513, 0.00524785, 0.997938
0.0172257, 0.00721681, 0.996434
0.0194628, 0.00944384, 0.99442
0.0220365, 0.012, 0.991787
0.0250286, 0.0149627, 0.988397
0.0285363, 0.0184225, 0.98408
0.0326811, 0.0224903, 0.97862
0.0376194, 0.0273065, 0.97174
0.0435598, 0.0330539, 0.963076
0.0507891, 0.0399775, 0.952133
0.0597169, 0.0484167, 0.938221
0.0709522, 0.0588584, 0.920338
0.0854174, 0.0720037, 0.897009
0.104336, 0.0886848, 0.866378
0.12819, 0.108892, 0.828025
0.155355, 0.130797, 0.785133
0.183747, 0.152461, 0.74148
0.212153, 0.172913, 0.699166
0.240111, 0.191889, 0.658918
0.267545, 0.209433, 0.620801
0.294532, 0.22569, 0.584639
0.321193, 0.24081, 0.550201
0.347654, 0.254925, 0.517273
0.374026, 0.268142, 0.485669
0.400406, 0.280545, 0.455245
0.426877, 0.2922, 0.425882
0.45351, 0.303157, 0.397487
0.480369, 0.313456, 0.369987
0.507512, 0.323129, 0.343321
0.534992, 0.3322, 0.317441
0.56286, 0.340689, 0.292308
0.591167, 0.34861, 0.267887
0.619964, 0.355975, 0.244152
0.649302, 0.362791, 0.221081
0.679232, 0.369064, 0.198656
0.709811, 0.374797, 0.176862
0.741095, 0.37999, 0.155689
0.773144, 0.384642, 0.135128
0.806023, 0.388747, 0.115175
0.839799, 0.392301, 0.0958284
0.874544, 0.395295, 0.0770894
0.910338, 0.397719, 0.0589617
0.947263, 0.399562, 0.0414518
0.985414, 0.40081, 0.024569
1.02489, 0.401447, 0.00832489
1.0658, 0.401456, -0.0072661
1.10826, 0.400818, -0.022187
1.15242, 0.399509, -0.0364183
1.19842, 0.397508, -0.0499378
1.24643, 0.394788, -0.0627202
1.29664, 0.39132, -0.0747377
1.34929, 0.387072, -0.0859589
1.40461, 0.382009, -0.0963491
1.46292, 0.376093, -0.10587
1.52455, 0.369281, -0.114478
1.58991, 0.361524, -0.122125
1.65951, 0.352766, -0.128756
1.73395, 0.342947, -0.134311
1.81396, 0.331993, -0.138716
1.90047, 0.319821, -0.141891
1.99466, 0.306332, -0.143738
2.09804, 0.29141, -0.144142
2.21258, 0.27492, -0.142963
2.34089, 0.256714, -0.140035
2.48628, 0.236652, -0.135173
2.65262, 0.214691, -0.128202
2.843, 0.191101, -0.119087
3.0568, 0.16678, -0.108168
3.28795, 0.143158, -0.0962626
3.52862, 0.121466, -0.0843086
3.77372, 0.102253, -0.0729631
4.02178, 0.0855204, -0.0625316
4.27394, 0.0710219, -0.0530931
4.5328, 0.0584594, -0.0446225
4.80176, 0.0475636, -0.0370628
5.08489, 0.0381144, -0.0303569
5.38695, 0.0299376, -0.0244592
5.71372, 0.022893, -0.0193395
6.07248, 0.0168597, -0.0149847
6.47283, 0.0117185, -0.0114032
6.92791, 0.00732431, -0.00863873
7.45655, 0.00344897, -0.00681006
8, 0.000102538, -0.00619718


0.1, 1e-09, 1
0.10832, 0.00831979, 0.999362
0.116258, 0.0162481, 0.997701
0.124285, 0.0242481, 0.995123
0.132671, 0.0325806, 0.991598
0.141602, 0.0414181, 0.987033
0.151227, 0.0508921, 0.981308
0.161682, 0.0611169, 0.974275
0.173108, 0.0722034, 0.965762
0.185664, 0.0842674, 0.955568
0.19953, 0.0974369, 0.943456
0.214929, 0.111858, 0.929146
0.23213, 0.127699, 0.912298
0.251472, 0.145157, 0.892504
0.273367, 0.16445, 0.869279
0.298306, 0.185794, 0.84208
0.326787, 0.20933, 0.810399
0.359123, 0.23495, 0.774028
0.395105, 0.262072, 0.733476
0.433821, 0.289627, 0.690151
0.474, 0.316461, 0.645872
0.514546, 0.341752, 0.602161
0.554782, 0.36512, 0.559935
0.594417, 0.386501, 0.519589
0.633408, 0.406, 0.481193
0.671844, 0.42378, 0.444651
0.70987, 0.440014, 0.409807
0.747646, 0.454853, 0.376496
0.785331, 0.468428, 0.344563
0.823073, 0.480841, 0.313878
0.861005, 0.492175, 0.28433
0.899253, 0.502492, 0.255831
0.937929, 0.511843, 0.22831
0.977143, 0.520261, 0.201712
1.017, 0.527775, 0.175994
1.05759, 0.5344, 0.151123
1.09902, 0.54015, 0.127077
1.14138, 0.545027, 0.103839
1.18479, 0.549032, 0.0814009
1.22934, 0.552161, 0.059758
1.27515, 0.554405, 0.0389123
1.32233, 0.555752, 0.0188699
1.37101, 0.556185, -0.000359031
1.42133, 0.555685, -0.0187602
1.47344, 0.554231, -0.0363157
1.52751, 0.551795, -0.0530041
1.58372, 0.54835, -0.0688001
1.64228, 0.543863, -0.0836749
1.70343, 0.538296, -0.097596
1.76744, 0.531608, -0.110526
1.83463, 0.523754, -0.122425
1.90536, 0.514682, -0.133246
1.98007, 0.504333, -0.142936
2.05926, 0.492641, -0.151438
2.14358, 0.47953, -0.158684
2.23376, 0.464911, -0.164596
2.33075, 0.448683, -0.169087
2.43575, 0.430724, -0.172051
2.55023, 0.410897, -0.173364
