4.25539, -0.196836
4.28026, -0.193187
4.3044, -0.188878
4.32777, -0.184009
4.35038, -0.178667
4.37228, -0.172923
4.39352, -0.166837
4.41417, -0.160454
4.4343, -0.153812
4.45398, -0.146942
4.47324, -0.139868
4.49216, -0.132612
4.51076, -0.125193
4.5291, -0.117627
4.5472, -0.109929
4.56509, -0.102111
4.58281, -0.094188
4.60038, -0.0861706
4.61781, -0.0780708
4.63514, -0.0698995
4.65237, -0.0616677
4.66954, -0.0533858
4.68664, -0.045064
4.70371, -0.0367127
4.72075, -0.0283417
4.73778, -0.0199612
4.75482, -0.0115811
4.77187, -0.00321136
4.78895, 0.00513794
4.80608, 0.0134567
4.82328, 0.0217345
4.84055, 0.0299611
4.85791, 0.0381257
4.87538, 0.0462172
4.89297, 0.0542245
4.91071, 0.0621357
4.92861, 0.0699384
4.9467, 0.07762
4.96499, 0.0851667
4.98351, 0.092564
5.00229, 0.0997965
5.02136, 0.106847
5.04075, 0.113698
5.0605, 0.120328
5.08065, 0.126716
5.10125, 0.132836
5.12235, 0.138658
5.14401, 0.14415
5.1663, 0.149273
5.18929, 0.15398
5.21305, 0.158217
5.23767, 0.161918
5.26319, 0.165008
5.28964, 0.167397
5.31699, 0.168991
5.3451, 0.169701
5.3737, 0.169461
5.40246, 0.168251
5.43098, 0.166107
5.45894, 0.163111
5.48611, 0.159375
5.51236, 0.155018
5.53766, 0.150148
5.56205, 0.144855
5.5856, 0.139213
5.60839, 0.133279
5.63051, 0.127097
5.65204, 0.120701
5.67307, 0.11412
5.69366, 0.107375
5.71387, 0.100487
5.73376, 0.0934703
5.75336, 0.0863412
5.77273, 0.0791127
5.79189, 0.0717972
5.81089, 0.0644068
5.82974, 0.0569527
5.84848, 0.0494459
5.86712, 0.0418972
5.8857, 0.034317
5.90423, 0.0267158
5.92273, 0.0191039
5.94123, 0.0114915
5.95973, 0.00388889
5.97827, -0.00369346
5.99686, -0.0112451
6.01552, -0.0187553
6.03426, -0.0262133
6.05312, -0.0336077
6.0721, -0.0409271
6.09125, -0.0481595
6.11057, -0.0552923
6.13009, -0.0623123
6.14985, -0.0692055
6.16987, -0.0759569
6.19019, -0.0825504
6.21084, -0.0889684
6.23188, -0.0951914
6.25334, -0.101198
6.27529, -0.106964
6.29778, -0.112461
6.32089, -0.117658
6.3447, -0.122516
6.3693, -0.126991
6.39478, -0.131028
6.42125, -0.134562
6.44881, -0.137514
6.4775, -0.13979
6.50733, -0.141286
6.53814, -0.141899
6.56962, -0.141553
6.60132, -0.140221
6.63273, -0.137947
6.66342, -0.13483
6.69311, -0.131002
6.72167, -0.126595
6.74907, -0.121724
6.77539, -0.116484
6.80073, -0.110948
6.82521, -0.105169
6.84893, -0.0991887
6.87201, -0.093038
6.89454, -0.0867415
6.91661, -0.0803191
6.93828, -0.0737878
6.95961, -0.0671624
6.98066, -0.0604561
7.00149, -0.0536815
7.02212, -0.0468503
7.0426, -0.0399738
7.06296, -0.033063
7.08323, -0.0261287
7.10344, -0.0191817
7.12363, -0.0122325
7.14381, -0.00529185
7.16401, 0.00162944
7.18426, 0.00852046
7.20458, 0.0153701
7.225, 0.0221669
7.24555, 0.0288991
7.26626, 0.0355545
7.28716, 0.0421203
7.30827, 0.0485829
7.32964, 0.054928
7.3513, 0.0611402
7.3733, 0.0672028
7.39569, 0.0730976
7.41851, 0.0788043
7.44183, 0.0843001
7.46573, 0.089559
7.49028, 0.0945512
7.51558, 0.0992413
7.54173, 0.103587
